,season,Var.4,Visitor/Neutral,PTS,Home/Neutral,PTS.1,playoffs
46857,2007,Box Score,Detroit Pistons,87,Cleveland Cavaliers,71,0
46858,2007,Box Score,Washington Wizards,126,Sacramento Kings,119,0
46859,2007,Box Score,Indiana Pacers,100,Atlanta Hawks,90,0
46860,2007,Box Score,Philadelphia 76ers,98,Boston Celtics,83,0
46861,2007,Box Score,Utah Jazz,89,Charlotte Bobcats,101,0
46862,2007,Box Score,Los Angeles Clippers,83,Dallas Mavericks,115,0
46863,2007,Box Score,Sacramento Kings,101,Denver Nuggets,96,0
46864,2007,Box Score,Milwaukee Bucks,113,Minnesota Timberwolves,107,0
46865,2007,Box Score,Los Angeles Lakers,99,New Jersey Nets,95,0
46866,2007,Box Score,Memphis Grizzlies,97,New Orleans/Oklahoma City Hornets,100,0
46867,2007,Box Score,Chicago Bulls,92,New York Knicks,103,0
46868,2007,Box Score,Golden State Warriors,117,Orlando Magic,108,0
46869,2007,Box Score,Washington Wizards,144,Phoenix Suns,139,0
46870,2007,Box Score,Toronto Raptors,101,Portland Trail Blazers,100,0
46871,2007,Box Score,Houston Rockets,97,San Antonio Spurs,78,0
46872,2007,Box Score,Charlotte Bobcats,76,Chicago Bulls,115,0
46873,2007,Box Score,Orlando Magic,83,Cleveland Cavaliers,86,0
46874,2007,Box Score,Atlanta Hawks,81,Detroit Pistons,108,0
46875,2007,Box Score,Los Angeles Clippers,98,Houston Rockets,93,0
46876,2007,Box Score,Minnesota Timberwolves,78,Indiana Pacers,71,0
46877,2007,Box Score,Utah Jazz,100,Memphis Grizzlies,97,0
46878,2007,Box Score,Golden State Warriors,92,Miami Heat,105,0
46879,2007,Box Score,New Jersey Nets,104,Milwaukee Bucks,115,0
46880,2007,Box Score,San Antonio Spurs,112,New Orleans/Oklahoma City Hornets,77,0
46881,2007,Box Score,New York Knicks,77,Philadelphia 76ers,98,0
46882,2007,Box Score,Toronto Raptors,97,Seattle SuperSonics,110,0
46883,2007,Box Score,Los Angeles Lakers,85,Miami Heat,101,0
46884,2007,Box Score,Charlotte Bobcats,84,Dallas Mavericks,97,0
46885,2007,Box Score,Boston Celtics,105,Denver Nuggets,116,0
46886,2007,Box Score,New Jersey Nets,91,Detroit Pistons,92,0
46887,2007,Box Score,Philadelphia 76ers,97,Golden State Warriors,116,0
46888,2007,Box Score,Houston Rockets,76,Indiana Pacers,81,0
46889,2007,Box Score,Chicago Bulls,98,Minnesota Timberwolves,100,0
46890,2007,Box Score,Portland Trail Blazers,87,Phoenix Suns,110,0
46891,2007,Box Score,Milwaukee Bucks,114,San Antonio Spurs,107,0
46892,2007,Box Score,New Orleans/Oklahoma City Hornets,94,Seattle SuperSonics,102,0
46893,2007,Box Score,Los Angeles Clippers,92,Utah Jazz,102,0
46894,2007,Box Score,Memphis Grizzlies,101,Washington Wizards,116,0
46895,2007,Box Score,Cleveland Cavaliers,89,Atlanta Hawks,76,0
46896,2007,Box Score,Washington Wizards,114,Charlotte Bobcats,107,0
46897,2007,Box Score,Miami Heat,103,Chicago Bulls,109,0
46898,2007,Box Score,Boston Celtics,77,Los Angeles Clippers,100,0
46899,2007,Box Score,Milwaukee Bucks,112,Memphis Grizzlies,96,0
46900,2007,Box Score,Houston Rockets,96,New Jersey Nets,71,0
46901,2007,Box Score,Detroit Pistons,145,New York Knicks,151,0
46902,2007,Box Score,Los Angeles Lakers,106,Orlando Magic,93,0
46903,2007,Box Score,New Orleans/Oklahoma City Hornets,85,Portland Trail Blazers,100,0
46904,2007,Box Score,Philadelphia 76ers,76,Sacramento Kings,101,0
46905,2007,Box Score,Minnesota Timberwolves,97,Toronto Raptors,100,0
46906,2007,Box Score,Phoenix Suns,99,Dallas Mavericks,101,0
46907,2007,Box Score,Seattle SuperSonics,98,Denver Nuggets,112,0
46908,2007,Box Score,Utah Jazz,83,San Antonio Spurs,106,0
46909,2007,Box Score,Los Angeles Lakers,124,Charlotte Bobcats,133,0
46910,2007,Box Score,Milwaukee Bucks,99,Cleveland Cavaliers,109,0
46911,2007,Box Score,Indiana Pacers,93,Detroit Pistons,92,0
46912,2007,Box Score,Boston Celtics,100,Golden State Warriors,110,0
46913,2007,Box Score,Atlanta Hawks,68,Houston Rockets,94,0
46914,2007,Box Score,Sacramento Kings,93,Los Angeles Clippers,102,0
46915,2007,Box Score,New Jersey Nets,91,Miami Heat,81,0
46916,2007,Box Score,Seattle SuperSonics,82,Minnesota Timberwolves,101,0
46917,2007,Box Score,Denver Nuggets,89,New Orleans/Oklahoma City Hornets,99,0
46918,2007,Box Score,New York Knicks,86,Phoenix Suns,108,0
46919,2007,Box Score,Philadelphia 76ers,98,Portland Trail Blazers,95,0
46920,2007,Box Score,Chicago Bulls,107,Toronto Raptors,97,0
46921,2007,Box Score,Orlando Magic,111,Washington Wizards,112,0
46922,2007,Box Score,Cleveland Cavaliers,96,Chicago Bulls,103,0
46923,2007,Box Score,New Orleans/Oklahoma City Hornets,80,Dallas Mavericks,94,0
46924,2007,Box Score,Charlotte Bobcats,113,Indiana Pacers,102,0
46925,2007,Box Score,Toronto Raptors,104,Memphis Grizzlies,110,0
46926,2007,Box Score,Washington Wizards,102,Milwaukee Bucks,119,0
46927,2007,Box Score,Minnesota Timberwolves,92,New Jersey Nets,100,0
46928,2007,Box Score,Miami Heat,68,Orlando Magic,97,0
46929,2007,Box Score,Golden State Warriors,96,Sacramento Kings,119,0
46930,2007,Box Score,Portland Trail Blazers,86,Utah Jazz,96,0
46931,2007,Box Score,Dallas Mavericks,89,Denver Nuggets,85,0
46932,2007,Box Score,Phoenix Suns,108,Detroit Pistons,101,0
46933,2007,Box Score,Memphis Grizzlies,109,Houston Rockets,111,0
46934,2007,Box Score,New York Knicks,80,Los Angeles Clippers,90,0
46935,2007,Box Score,Philadelphia 76ers,94,Los Angeles Lakers,104,0
46936,2007,Box Score,Atlanta Hawks,81,San Antonio Spurs,95,0
46937,2007,Box Score,Boston Celtics,95,Seattle SuperSonics,101,0
46938,2007,Box Score,Minnesota Timberwolves,102,Charlotte Bobcats,96,0
46939,2007,Box Score,Boston Celtics,89,Portland Trail Blazers,81,0
46940,2007,Box Score,Phoenix Suns,97,Chicago Bulls,96,0
46941,2007,Box Score,San Antonio Spurs,78,Cleveland Cavaliers,82,0
46942,2007,Box Score,Seattle SuperSonics,88,Dallas Mavericks,112,0
46943,2007,Box Score,Philadelphia 76ers,108,Denver Nuggets,97,0
46944,2007,Box Score,Golden State Warriors,97,New Orleans/Oklahoma City Hornets,89,0
46945,2007,Box Score,Los Angeles Clippers,86,Orlando Magic,91,0
46946,2007,Box Score,New York Knicks,100,Sacramento Kings,112,0
46947,2007,Box Score,Cleveland Cavaliers,107,Boston Celtics,104,0
46948,2007,Box Score,Seattle SuperSonics,96,Houston Rockets,103,0
46949,2007,Box Score,Golden State Warriors,135,Memphis Grizzlies,144,0
46950,2007,Box Score,Los Angeles Clippers,110,Miami Heat,95,0
46951,2007,Box Score,San Antonio Spurs,101,Minnesota Timberwolves,103,0
46952,2007,Box Score,New York Knicks,99,Portland Trail Blazers,81,0
46953,2007,Box Score,Phoenix Suns,100,Toronto Raptors,98,0
46954,2007,Box Score,Philadelphia 76ers,87,Utah Jazz,98,0
46955,2007,Box Score,Milwaukee Bucks,105,Washington Wizards,108,0
46956,2007,Box Score,Indiana Pacers,91,Dallas Mavericks,100,0
46957,2007,Box Score,Detroit Pistons,92,New Orleans/Oklahoma City Hornets,68,0
46958,2007,Box Score,Los Angeles Lakers,132,Sacramento Kings,128,0
46959,2007,Box Score,Utah Jazz,86,Houston Rockets,100,0
46960,2007,Box Score,Denver Nuggets,104,Los Angeles Lakers,123,0
46961,2007,Box Score,Boston Celtics,128,Memphis Grizzlies,119,0
46962,2007,Box Score,Cleveland Cavaliers,95,Milwaukee Bucks,86,0
46963,2007,Box Score,Philadelphia 76ers,102,Minnesota Timberwolves,104,0
46964,2007,Box Score,Chicago Bulls,86,New Jersey Nets,91,0
46965,2007,Box Score,Charlotte Bobcats,74,Orlando Magic,106,0
46966,2007,Box Score,Miami Heat,80,Phoenix Suns,108,0
46967,2007,Box Score,Dallas Mavericks,90,San Antonio Spurs,85,0
46968,2007,Box Score,New York Knicks,111,Seattle SuperSonics,93,0
46969,2007,Box Score,Atlanta Hawks,92,Toronto Raptors,105,0
46970,2007,Box Score,Los Angeles Clippers,105,Washington Wizards,116,0
46971,2007,Box Score,Los Angeles Clippers,74,Atlanta Hawks,86,0
46972,2007,Box Score,Detroit Pistons,89,Chicago Bulls,106,0
46973,2007,Box Score,New Jersey Nets,91,Cleveland Cavaliers,96,0
46974,2007,Box Score,Utah Jazz,96,Denver Nuggets,84,0
46975,2007,Box Score,Seattle SuperSonics,104,Golden State Warriors,108,0
46976,2007,Box Score,Indiana Pacers,100,New Orleans/Oklahoma City Hornets,93,0
46977,2007,Box Score,Portland Trail Blazers,110,Sacramento Kings,105,0
46978,2007,Box Score,Dallas Mavericks,98,Los Angeles Lakers,101,0
46979,2007,Box Score,San Antonio Spurs,110,Memphis Grizzlies,96,0
46980,2007,Box Score,Houston Rockets,99,Minnesota Timberwolves,103,0
46981,2007,Box Score,Boston Celtics,79,Orlando Magic,87,0
46982,2007,Box Score,Golden State Warriors,105,Phoenix Suns,128,0
46983,2007,Box Score,Miami Heat,93,Portland Trail Blazers,90,0
46984,2007,Box Score,Washington Wizards,111,Toronto Raptors,116,0
46985,2007,Box Score,Houston Rockets,84,Chicago Bulls,77,0
46986,2007,Box Score,Milwaukee Bucks,92,Denver Nuggets,104,0
46987,2007,Box Score,Los Angeles Clippers,100,New Orleans/Oklahoma City Hornets,90,0
46988,2007,Box Score,Atlanta Hawks,72,Indiana Pacers,91,0
46989,2007,Box Score,Los Angeles Lakers,118,Memphis Grizzlies,128,0
46990,2007,Box Score,Toronto Raptors,86,New Jersey Nets,101,0
46991,2007,Box Score,Detroit Pistons,98,Philadelphia 76ers,89,0
46992,2007,Box Score,Seattle SuperSonics,102,Phoenix Suns,113,0
46993,2007,Box Score,Cleveland Cavaliers,108,Sacramento Kings,98,0
46994,2007,Box Score,Portland Trail Blazers,84,San Antonio Spurs,98,0
46995,2007,Box Score,Dallas Mavericks,108,Utah Jazz,105,0
46996,2007,Box Score,New Orleans/Oklahoma City Hornets,96,Atlanta Hawks,77,0
46997,2007,Box Score,Indiana Pacers,97,Boston Celtics,84,0
46998,2007,Box Score,Portland Trail Blazers,74,Dallas Mavericks,99,0
46999,2007,Box Score,San Antonio Spurs,92,Denver Nuggets,83,0
47000,2007,Box Score,Charlotte Bobcats,103,Detroit Pistons,96,0
47001,2007,Box Score,Orlando Magic,91,Golden State Warriors,76,0
47002,2007,Box Score,Los Angeles Lakers,77,Houston Rockets,102,0
47003,2007,Box Score,Toronto Raptors,90,Milwaukee Bucks,77,0
47004,2007,Box Score,Los Angeles Clippers,92,Minnesota Timberwolves,91,0
47005,2007,Box Score,Philadelphia 76ers,99,New York Knicks,106,0
47006,2007,Box Score,Miami Heat,107,Seattle SuperSonics,103,0
47007,2007,Box Score,Chicago Bulls,103,Washington Wizards,113,0
47008,2007,Box Score,New Jersey Nets,86,Chicago Bulls,83,0
47009,2007,Box Score,Cleveland Cavaliers,90,Phoenix Suns,109,0
47010,2007,Box Score,Detroit Pistons,93,Atlanta Hawks,99,0
47011,2007,Box Score,Toronto Raptors,95,Boston Celtics,86,0
47012,2007,Box Score,Houston Rockets,90,Denver Nuggets,86,0
47013,2007,Box Score,Miami Heat,118,Golden State Warriors,96,0
47014,2007,Box Score,Dallas Mavericks,115,Indiana Pacers,113,0
47015,2007,Box Score,Orlando Magic,106,Los Angeles Lakers,109,0
47016,2007,Box Score,Minnesota Timberwolves,116,Memphis Grizzlies,110,0
47017,2007,Box Score,Washington Wizards,97,New Orleans/Oklahoma City Hornets,104,0
47018,2007,Box Score,Charlotte Bobcats,126,New York Knicks,110,0
47019,2007,Box Score,Milwaukee Bucks,97,Philadelphia 76ers,110,0
47020,2007,Box Score,Sacramento Kings,87,Portland Trail Blazers,95,0
47021,2007,Box Score,Utah Jazz,114,Seattle SuperSonics,122,0
47022,2007,Box Score,Philadelphia 76ers,83,Charlotte Bobcats,89,0
47023,2007,Box Score,Memphis Grizzlies,66,Chicago Bulls,111,0
47024,2007,Box Score,Boston Celtics,73,Detroit Pistons,81,0
47025,2007,Box Score,Cleveland Cavaliers,104,Los Angeles Clippers,92,0
47026,2007,Box Score,New Jersey Nets,98,Minnesota Timberwolves,109,0
47027,2007,Box Score,Orlando Magic,101,Phoenix Suns,107,0
47028,2007,Box Score,Houston Rockets,115,Sacramento Kings,111,0
47029,2007,Box Score,Washington Wizards,80,San Antonio Spurs,93,0
47030,2007,Box Score,Miami Heat,119,Utah Jazz,110,0
47031,2007,Box Score,Denver Nuggets,109,Portland Trail Blazers,93,0
47032,2007,Box Score,Dallas Mavericks,97,Toronto Raptors,96,0
47033,2007,Box Score,Boston Celtics,96,Atlanta Hawks,100,0
47034,2007,Box Score,Milwaukee Bucks,99,Charlotte Bobcats,91,0
47035,2007,Box Score,San Antonio Spurs,87,Chicago Bulls,99,0
47036,2007,Box Score,Minnesota Timberwolves,94,Detroit Pistons,90,0
47037,2007,Box Score,Los Angeles Clippers,93,Golden State Warriors,108,0
47038,2007,Box Score,Miami Heat,118,Los Angeles Lakers,124,0
47039,2007,Box Score,Phoenix Suns,137,Memphis Grizzlies,122,0
47040,2007,Box Score,Indiana Pacers,95,New Jersey Nets,105,0
47041,2007,Box Score,Sacramento Kings,97,New York Knicks,102,0
47042,2007,Box Score,Toronto Raptors,104,Philadelphia 76ers,86,0
47043,2007,Box Score,Utah Jazz,111,Washington Wizards,114,0
47044,2007,Box Score,Houston Rockets,96,Dallas Mavericks,109,0
47045,2007,Box Score,Orlando Magic,78,New Orleans/Oklahoma City Hornets,84,0
47046,2007,Box Score,Cleveland Cavaliers,96,Seattle SuperSonics,101,0
47047,2007,Box Score,New Jersey Nets,92,Charlotte Bobcats,85,0
47048,2007,Box Score,Utah Jazz,100,Detroit Pistons,99,0
47049,2007,Box Score,Phoenix Suns,100,Houston Rockets,91,0
47050,2007,Box Score,Golden State Warriors,109,Los Angeles Clippers,115,0
47051,2007,Box Score,Philadelphia 76ers,102,Memphis Grizzlies,118,0
47052,2007,Box Score,Chicago Bulls,99,Milwaukee Bucks,90,0
47053,2007,Box Score,Atlanta Hawks,105,Minnesota Timberwolves,88,0
47054,2007,Box Score,Cleveland Cavaliers,76,Portland Trail Blazers,94,0
47055,2007,Box Score,Los Angeles Lakers,100,San Antonio Spurs,96,0
47056,2007,Box Score,Sacramento Kings,85,Toronto Raptors,101,0
47057,2007,Box Score,New York Knicks,98,Washington Wizards,99,0
47058,2007,Box Score,Los Angeles Lakers,95,Dallas Mavericks,114,0
47059,2007,Box Score,Indiana Pacers,101,Miami Heat,104,0
47060,2007,Box Score,Charlotte Bobcats,96,Atlanta Hawks,75,0
47061,2007,Box Score,Sacramento Kings,96,Boston Celtics,91,0
47062,2007,Box Score,Cleveland Cavaliers,99,Denver Nuggets,110,0
47063,2007,Box Score,Detroit Pistons,104,Minnesota Timberwolves,98,0
47064,2007,Box Score,New Jersey Nets,101,New York Knicks,100,0
47065,2007,Box Score,Washington Wizards,114,Orlando Magic,93,0
47066,2007,Box Score,Miami Heat,95,Philadelphia 76ers,98,0
47067,2007,Box Score,Portland Trail Blazers,101,Phoenix Suns,106,0
47068,2007,Box Score,New Orleans/Oklahoma City Hornets,86,San Antonio Spurs,99,0
47069,2007,Box Score,Milwaukee Bucks,72,Seattle SuperSonics,99,0
47070,2007,Box Score,Utah Jazz,102,Toronto Raptors,94,0
47071,2007,Box Score,Atlanta Hawks,85,Charlotte Bobcats,104,0
47072,2007,Box Score,Utah Jazz,95,Chicago Bulls,85,0
47073,2007,Box Score,Sacramento Kings,74,Detroit Pistons,91,0
47074,2007,Box Score,Cleveland Cavaliers,106,Golden State Warriors,104,0
47075,2007,Box Score,Denver Nuggets,121,Houston Rockets,113,0
47076,2007,Box Score,New York Knicks,108,Indiana Pacers,106,0
47077,2007,Box Score,Memphis Grizzlies,91,Los Angeles Clippers,112,0
47078,2007,Box Score,Orlando Magic,94,New Jersey Nets,101,0
47079,2007,Box Score,Los Angeles Lakers,103,New Orleans/Oklahoma City Hornets,113,0
47080,2007,Box Score,Boston Celtics,110,Washington Wizards,115,0
47081,2007,Box Score,Dallas Mavericks,99,Miami Heat,93,0
47082,2007,Box Score,San Antonio Spurs,99,Philadelphia 76ers,85,0
47083,2007,Box Score,Minnesota Timberwolves,102,Phoenix Suns,131,0
47084,2007,Box Score,Milwaukee Bucks,95,Portland Trail Blazers,99,0
47085,2007,Box Score,San Antonio Spurs,93,Boston Celtics,89,0
47086,2007,Box Score,Orlando Magic,90,Cleveland Cavaliers,79,0
47087,2007,Box Score,Memphis Grizzlies,98,Denver Nuggets,115,0
47088,2007,Box Score,Chicago Bulls,91,Indiana Pacers,98,0
47089,2007,Box Score,Golden State Warriors,103,Los Angeles Lakers,108,0
47090,2007,Box Score,New York Knicks,83,Miami Heat,101,0
47091,2007,Box Score,New Jersey Nets,87,Sacramento Kings,88,0
47092,2007,Box Score,Charlotte Bobcats,84,Toronto Raptors,105,0
47093,2007,Box Score,Minnesota Timberwolves,91,Utah Jazz,106,0
47094,2007,Box Score,Atlanta Hawks,86,Chicago Bulls,94,0
47095,2007,Box Score,Milwaukee Bucks,96,Los Angeles Clippers,115,0
47096,2007,Box Score,Dallas Mavericks,111,Orlando Magic,95,0
47097,2007,Box Score,New Orleans/Oklahoma City Hornets,96,Philadelphia 76ers,102,0
47098,2007,Box Score,Denver Nuggets,117,Seattle SuperSonics,112,0
47099,2007,Box Score,Phoenix Suns,127,Washington Wizards,105,0
47100,2007,Box Score,Atlanta Hawks,82,Boston Celtics,76,0
47101,2007,Box Score,Detroit Pistons,103,Charlotte Bobcats,92,0
47102,2007,Box Score,Philadelphia 76ers,118,Cleveland Cavaliers,115,0
47103,2007,Box Score,New Jersey Nets,109,Golden State Warriors,110,0
47104,2007,Box Score,Miami Heat,94,Indiana Pacers,96,0
47105,2007,Box Score,Phoenix Suns,112,New York Knicks,107,0
47106,2007,Box Score,Minnesota Timberwolves,98,Portland Trail Blazers,101,0
47107,2007,Box Score,Milwaukee Bucks,106,Sacramento Kings,114,0
47108,2007,Box Score,Houston Rockets,90,San Antonio Spurs,85,0
47109,2007,Box Score,New Orleans/Oklahoma City Hornets,88,Toronto Raptors,90,0
47110,2007,Box Score,Memphis Grizzlies,132,Utah Jazz,130,0
47111,2007,Box Score,Dallas Mavericks,85,Chicago Bulls,96,0
47112,2007,Box Score,New Jersey Nets,101,Los Angeles Clippers,102,0
47113,2007,Box Score,Washington Wizards,99,Detroit Pistons,96,0
47114,2007,Box Score,Portland Trail Blazers,69,Houston Rockets,99,0
47115,2007,Box Score,Charlotte Bobcats,106,Los Angeles Lakers,97,0
47116,2007,Box Score,Phoenix Suns,98,Milwaukee Bucks,90,0
47117,2007,Box Score,Sacramento Kings,84,New Orleans/Oklahoma City Hornets,88,0
47118,2007,Box Score,Miami Heat,96,New York Knicks,116,0
47119,2007,Box Score,Atlanta Hawks,93,Orlando Magic,90,0
47120,2007,Box Score,Cleveland Cavaliers,105,Philadelphia 76ers,97,0
47121,2007,Box Score,Memphis Grizzlies,96,San Antonio Spurs,112,0
47122,2007,Box Score,Minnesota Timberwolves,100,Seattle SuperSonics,102,0
47123,2007,Box Score,Boston Celtics,90,Toronto Raptors,96,0
47124,2007,Box Score,Denver Nuggets,111,Utah Jazz,116,0
47125,2007,Box Score,Philadelphia 76ers,104,Atlanta Hawks,89,0
47126,2007,Box Score,Miami Heat,97,Chicago Bulls,100,0
47127,2007,Box Score,Sacramento Kings,104,Dallas Mavericks,106,0
47128,2007,Box Score,New Jersey Nets,112,Denver Nuggets,102,0
47129,2007,Box Score,Charlotte Bobcats,105,Golden State Warriors,131,0
47130,2007,Box Score,Toronto Raptors,84,Indiana Pacers,102,0
47131,2007,Box Score,Minnesota Timberwolves,101,Los Angeles Clippers,87,0
47132,2007,Box Score,Portland Trail Blazers,135,Memphis Grizzlies,132,0
47133,2007,Box Score,Utah Jazz,83,New Orleans/Oklahoma City Hornets,94,0
47134,2007,Box Score,Washington Wizards,105,Boston Celtics,91,0
47135,2007,Box Score,Phoenix Suns,115,Cleveland Cavaliers,100,0
47136,2007,Box Score,Indiana Pacers,87,Detroit Pistons,95,0
47137,2007,Box Score,San Antonio Spurs,96,Los Angeles Lakers,94,0
47138,2007,Box Score,New York Knicks,105,Milwaukee Bucks,107,0
47139,2007,Box Score,Los Angeles Clippers,98,Seattle SuperSonics,76,0
47140,2007,Box Score,Orlando Magic,83,Atlanta Hawks,93,0
47141,2007,Box Score,Charlotte Bobcats,105,Denver Nuggets,101,0
47142,2007,Box Score,Philadelphia 76ers,84,Houston Rockets,105,0
47143,2007,Box Score,Sacramento Kings,117,Memphis Grizzlies,124,0
47144,2007,Box Score,Phoenix Suns,112,Minnesota Timberwolves,121,0
47145,2007,Box Score,Portland Trail Blazers,91,New Orleans/Oklahoma City Hornets,103,0
47146,2007,Box Score,New Jersey Nets,116,Utah Jazz,115,0
47147,2007,Box Score,Golden State Warriors,97,Cleveland Cavaliers,124,0
47148,2007,Box Score,Seattle SuperSonics,102,Dallas Mavericks,122,0
47149,2007,Box Score,Boston Celtics,96,Indiana Pacers,103,0
47150,2007,Box Score,Milwaukee Bucks,80,Miami Heat,110,0
47151,2007,Box Score,Los Angeles Lakers,94,New York Knicks,99,0
47152,2007,Box Score,Detroit Pistons,99,Washington Wizards,104,0
47153,2007,Box Score,Golden State Warriors,94,Atlanta Hawks,115,0
47154,2007,Box Score,Los Angeles Lakers,111,Boston Celtics,98,0
47155,2007,Box Score,New York Knicks,87,Charlotte Bobcats,104,0
47156,2007,Box Score,Seattle SuperSonics,102,Houston Rockets,112,0
47157,2007,Box Score,Chicago Bulls,98,Los Angeles Clippers,110,0
47158,2007,Box Score,Dallas Mavericks,95,Memphis Grizzlies,94,0
47159,2007,Box Score,Sacramento Kings,100,Minnesota Timberwolves,98,0
47160,2007,Box Score,Detroit Pistons,113,New Jersey Nets,89,0
47161,2007,Box Score,Philadelphia 76ers,89,New Orleans/Oklahoma City Hornets,78,0
47162,2007,Box Score,Milwaukee Bucks,73,Orlando Magic,98,0
47163,2007,Box Score,Denver Nuggets,91,Portland Trail Blazers,100,0
47164,2007,Box Score,Washington Wizards,109,Toronto Raptors,119,0
47165,2007,Box Score,San Antonio Spurs,93,Utah Jazz,97,0
47166,2007,Box Score,Cleveland Cavaliers,89,Miami Heat,92,0
47167,2007,Box Score,San Antonio Spurs,87,Phoenix Suns,103,0
47168,2007,Box Score,Toronto Raptors,103,Atlanta Hawks,91,0
47169,2007,Box Score,Los Angeles Clippers,100,Boston Celtics,89,0
47170,2007,Box Score,Charlotte Bobcats,81,Cleveland Cavaliers,101,0
47171,2007,Box Score,Portland Trail Blazers,107,Denver Nuggets,114,0
47172,2007,Box Score,Milwaukee Bucks,86,Detroit Pistons,96,0
47173,2007,Box Score,Los Angeles Lakers,84,Indiana Pacers,95,0
47174,2007,Box Score,Minnesota Timberwolves,83,New Orleans/Oklahoma City Hornets,90,0
